machine_id,machine_type,temperature,vibration,rpm,current,operating_hours,machine_age,previous_failures,failure,failure_cost
M0036,Loom,78.5187803545731,5.086433369847899,1632.3140708370122,13.652392716820989,10969,3,3,1,175093
M0037,CNC,61.773335713342036,4.849891742839205,1511.2950506233115,13.334321423494785,13404,11,2,1,285835
M0038,Loom,51.721689095099954,3.864300672940761,1573.6696702748868,9.523038951593573,9989,6,0,0,447312
M0039,Motor,95.88031763899832,5.109270918231044,1371.0598535377435,12.448090446813566,4215,4,2,0,378699
M0040,Pump,65.71062120817386,3.968277461749747,1552.543027247994,13.092420888163984,12980,2,2,1,401992
M0041,Compressor,65.16715150295535,4.8032297572853055,1318.9679319525624,12.021535400723826,7694,1,3,1,256084
M0042,Motor,64.71049895467996,6.8716755640943274,1556.8297001003812,5.7405670248867455,3976,12,1,0,320398
M0043,Compressor,67.37701712921427,2.6882233824966457,1470.6207207752238,12.48146887192044,4737,12,3,1,437554
M0044,Pump,63.267675056912694,6.551781410032282,1516.390146398174,18.637593118191727,10903,14,0,1,279027
M0045,Pump,58.116055917437166,6.870807121211758,1308.928647325018,10.919882193729052,1752,1,3,0,449181
M0046,Motor,58.437692705115296,4.287476651416059,1342.5916189268075,9.815768706434037,11661,11,3,1,258072
M0047,Pump,64.60696075740802,0.6806611817845298,1521.6673861904062,13.120045679134195,13161,10,2,0,298029
M0048,Loom,58.47890274639482,3.4059204232300218,1336.198239493096,12.937134631399715,2392,3,3,0,259047
M0049,Pump,56.44585060787403,6.834590183809997,1505.5847550518947,15.578205496249243,7789,4,0,0,415169
M0050,Compressor,66.27716273230276,4.458837487862012,1285.9434632247705,8.226395532273337,11797,2,1,0,180509
M0051,Compressor,61.940273390949734,2.701255981869161,1551.7809055200003,14.194140757724977,1677,13,3,0,287784
M0052,Compressor,83.04791586299226,3.5914051417892088,1302.097202227779,13.77126618375439,1105,12,3,0,345107
M0053,Compressor,35.0,6.013116047708196,1516.2759925215428,11.573560389178361,12479,11,1,1,53273
M0054,Loom,78.09808222306954,5.484120422762483,1525.0757120375201,13.01606195376507,5753,11,0,1,65330
M0055,CNC,79.95302230997154,4.06992222149455,1366.387381788451,15.088372444795072,2946,14,0,1,202566
M0056,Motor,40.11931721110221,3.839716058733562,1519.8431880501673,14.61694614008535,6544,11,3,0,126422
M0057,Compressor,60.88774887103581,3.7948353317211208,1481.2530716000267,8.570942063778814,2095,1,2,0,434233
M0058,Pump,60.5427096080505,2.8396616679026954,1385.3389772568714,14.460474560266453,14275,4,3,0,53212
M0059,Compressor,48.109859663386146,7.407676241044996,1328.973437910855,11.805934184902444,7985,7,1,1,282131
M0060,Pump,55.6661997489095,3.9198231554195884,1214.4849169992906,12.218622294046547,2782,10,1,0,137594
M0061,Pump,51.67308985441005,6.690885337485893,1491.9580056759632,12.219590973005083,5541,11,1,1,182152
M0062,Compressor,86.02724532108347,7.238368893460413,1262.2236674365533,11.549271033605221,4257,6,3,1,344819
M0063,Loom,76.22814071776953,6.296959616666329,1461.441303932957,15.575122491321196,7213,6,3,1,72007
M0064,Pump,80.2586611399299,3.7230834371075128,1418.38621407013,11.748846120452363,11189,11,0,1,163805
M0065,Pump,73.66006476851882,5.226714162605897,1531.4971330525834,8.641361614850494,5869,9,2,1,394785
M0066,Compressor,51.45137874539325,4.456447908496351,1413.7545400612164,10.819410432090814,2561,14,3,0,145815
M0067,Pump,58.70575680464272,2.8733366506857694,1410.4662656383491,12.536084150431426,5006,2,0,0,358959
M0068,Pump,70.87249473473501,5.0838467070988855,1537.8244845145955,15.687644352891152,10867,4,3,1,395626
M0069,Compressor,50.33446629329666,2.3777283759123553,1490.206963490094,13.8092840548465,10314,5,0,0,312783
M0070,Compressor,73.55598116206866,6.637822899230814,1487.9387148619335,9.448394163758868,4981,1,0,0,375737
M0071,Motor,62.11609522210238,3.6636888648628925,1506.3121107770232,19.455569750036673,10493,8,2,1,128038
M0072,Loom,60.50215030940483,4.8620873805711105,1265.7313452151473,12.794325932933939,6682,8,3,1,406043
M0073,Loom,73.5315196184419,5.009918168783056,1540.814641598438,15.826172213997044,6782,6,0,1,315880
M0074,Pump,70.33115973783248,4.033971047332661,1523.4962552816323,11.544856699268312,1943,12,1,1,303506
M0075,Loom,60.66840601017104,5.556048842655494,1327.9980245708202,13.600077734116349,5550,5,1,0,66473
M0076,Pump,78.91195764037097,3.645173418079456,1420.7103431590958,14.518405513555214,14415,8,1,0,178771
M0077,Motor,52.027240068801234,6.068335135423039,1445.2831254846842,15.654584135262768,10137,3,2,0,175801
M0078,Compressor,72.39122728333116,2.0772365755558524,1433.860385871792,15.172104916134675,1600,3,0,1,477235
M0079,Compressor,72.11721509562061,4.727483243183541,1490.0631959882242,14.616591000218934,11892,2,2,0,419742
M0080,Compressor,61.28544272823212,7.9900721983049126,1621.764013819742,11.054739806417674,14012,5,3,1,136623
M0081,Loom,68.91359626690542,2.6994036157099655,1579.8120073207394,10.284761874131815,7376,3,3,0,275097
M0082,Motor,49.986637083376365,3.2800590530552673,1292.5336967882313,12.997822530972593,10609,3,0,0,348964
M0083,Loom,76.08832423048281,5.425034129386047,1524.6483988367258,14.799384217023208,2524,6,1,0,265933
M0084,Loom,62.78117436268413,4.823247207491276,1609.4719983442492,11.331837897670178,4766,8,0,0,369733
M0085,Motor,58.72732375377153,5.131134178692407,1496.4170224827044,15.19551589714316,1250,2,0,0,246879
M0086,Motor,77.58811071004267,5.380536834265794,1580.917651022316,16.35785023645854,10736,4,0,0,330558
M0087,Motor,56.54787571348689,5.6424986434111855,1691.4724534840918,9.251037242779741,1078,11,2,1,439522
M0088,Motor,48.09846444363728,6.4974597155212015,1572.8451455328377,9.48923788861116,4123,7,3,0,74220
M0089,Compressor,46.320449917713155,5.237673582471323,1479.9170314770074,11.578874823283991,10089,1,0,0,110531
M0090,CNC,72.27211941614767,4.065736221686624,1575.4106168901703,12.92283800456759,8064,1,0,0,422146
M0091,CNC,49.6348477700446,5.710632662164916,1467.386539971627,10.426298958698847,14068,12,0,0,223497
M0092,Motor,86.05753018381237,7.919787482811389,1452.8683651941947,16.056608036601432,9417,13,2,1,59387
M0093,CNC,40.016847105395335,4.261259256511368,1407.8302917143521,13.272200584555353,14362,10,2,0,295752
M0094,CNC,85.35747641948046,2.7458472515928456,1637.609603059853,12.11834114472222,2209,7,2,0,126815
M0095,Motor,67.53220960643142,6.492745204716551,1351.78856008696,7.692271428394418,6153,14,0,1,77584
M0096,CNC,63.83944265755529,4.283313904883523,1633.884126961374,8.052552550717479,5898,7,1,0,94783
M0097,Loom,58.460970958292606,0.589194817174735,1509.9836948488446,12.843027750845419,14029,1,1,0,220881
M0098,Pump,69.78963337222486,6.025359018870759,1282.083259023767,5.602213121535492,3178,1,1,0,235399
M0099,Pump,64.54838357090182,3.536409265282939,1494.1179151589706,15.037912228932216,11871,4,3,0,174494
M0100,Motor,78.23962258419826,4.3370400918525105,1197.9968190818051,11.52553846688304,8610,5,0,0,165814
M0101,Compressor,66.37073178394448,5.0975645950242265,1525.0609620197242,21.7292789087842,12077,5,1,1,300139
M0102,Motor,66.80362113754254,4.8428994236023195,1556.2277779586789,18.923748751848333,11998,4,1,0,442896
M0103,Compressor,60.63665345343373,5.777013270850271,1378.9172853217535,11.45565279225745,9895,8,1,0,191929
M0104,Pump,64.31665251534719,3.716124532974282,1464.8257235146698,11.680988992406055,3544,7,0,0,223333
M0105,Motor,68.6936212267047,5.423590436716949,1684.4988920500343,14.98674454200609,6522,9,1,0,385732
M0106,Loom,44.477979288120494,4.032815980348949,1389.3103954885676,17.10951782975411,3370,7,1,0,460211
M0107,CNC,48.821774934731444,5.829858865597505,1322.931089553208,7.085912827691949,4281,10,0,0,296509
M0108,Compressor,73.91916912827259,5.607661471223496,1627.799608295512,6.64087360393594,5710,1,3,0,63580
M0109,CNC,67.0503852575353,2.8162103363197284,1685.5104628636955,10.133895583336855,1328,13,2,0,68240
M0110,CNC,62.79219996376785,6.454767809115058,1450.4434806217416,13.748212749521594,14683,14,1,0,304351
M0111,Motor,65.22120719678472,3.5352657987947134,1571.3755642490028,13.490620771522792,6579,7,2,0,395590
M0112,CNC,69.17098046434005,5.954504036906061,1610.9771098637057,15.20931436495155,5228,1,3,0,416677
M0113,Loom,58.52288383628766,5.161117164122413,1360.901892095394,8.400907414904076,14122,7,3,1,304271
M0114,CNC,55.66034329517225,7.808730618231221,1391.7632997558558,5.0515684110933705,7794,10,1,1,489327
M0115,Motor,67.35014306117218,4.097761231730666,1597.7049415785682,14.574042585906437,1120,8,0,1,478082
M0116,Loom,53.259526668619614,3.8712297669872444,1652.2017134450211,9.515411181104296,7749,11,3,0,130974
M0117,Pump,69.89903306857366,4.465044709402081,1517.5457032209226,5.944536406834086,14763,9,2,1,123401
M0118,CNC,44.56899674914592,3.954276390898304,1344.4222775797534,12.435191237878145,1964,12,2,1,263165
M0119,Motor,77.34986764790773,5.93989542349569,1688.447333403933,14.379527064656031,5224,3,2,1,455427
M0120,Pump,70.67116978895652,1.5906409048141419,1386.2834922625643,11.633828603636168,4675,4,2,0,214340
M0121,Pump,68.07235681176651,2.6033716455365625,1409.7834662594257,10.626454841452531,6694,4,3,0,315790
M0122,Compressor,76.79229180734617,2.5779547411574524,1491.0805401387545,11.52191330356228,3076,12,1,0,236443
M0123,Loom,84.98569333355093,6.210553665552436,1636.4992504857728,10.88825171279765,7865,9,1,1,298123
M0124,CNC,77.17244078021757,7.579104070647466,1552.477117186267,7.955858664179498,6643,13,2,1,354960
M0125,Motor,42.909509224020255,4.3119914066325515,1499.7838600434293,9.855957969028704,9524,7,1,1,139460
M0126,Compressor,49.645076399171586,4.1961208982579805,1505.5946236141726,13.563839715041443,12560,3,2,0,356256
M0127,Loom,57.50217706765186,4.626093893603726,1455.221760237216,12.9650356241295,6249,10,2,0,101048
M0128,Compressor,65.31309260253,6.591380944694743,1516.9767417422208,12.504179417900462,2316,5,0,0,498127
M0129,Loom,71.21190824562947,2.8307643584569666,1146.4527906766837,9.014554554439862,2196,7,3,1,256518
M0130,Loom,56.291074242158416,4.929064168922613,1414.4071049116242,11.455490513592999,4170,8,3,1,182850
M0131,CNC,67.24120117372495,6.255355733608374,1478.9586321900138,5.468804860671436,10621,1,2,1,357896
M0132,Loom,55.93540481176013,5.401969505891722,1311.8783099656591,12.53542999165617,1355,12,3,1,382870
M0133,Compressor,57.66178636409662,4.841246909877738,1496.358798137387,16.286573123440704,13426,2,1,0,261912
M0134,Loom,48.120066837821334,6.3018829666208545,1425.4634534816655,7.577603603873683,10718,7,2,0,470505
M0135,CNC,53.92120104666915,0.5,1660.6570837978588,10.242216980046734,13089,11,0,0,356932
M0136,CNC,48.779784732604,5.720175575155634,1638.7623670257829,12.987320336130388,14485,13,1,1,316891
M0137,Compressor,53.28952096427201,3.322663770370637,1394.1033317058204,15.75852790328245,1028,14,0,1,50045
M0138,Pump,77.64370155929407,1.2048607856583775,1431.8994746119965,10.655326151099551,14218,13,0,0,57758
M0139,Pump,53.607213334016684,5.420164679144965,1441.126292126993,9.92324901220231,2013,2,3,1,305397
M0140,Loom,96.5885847780487,6.9725853812933245,1395.8008628608452,6.09323057275175,11894,7,3,1,437220
M0141,Motor,70.91981481057067,4.252592673670154,1473.4029980833752,12.310314387924318,10019,9,2,0,204509
M0142,Loom,67.21803348433849,6.21517418496529,1359.006151733489,18.126228120431232,13638,11,3,1,200657
M0143,Compressor,54.699706637825436,7.4021008643795625,1314.3261598074969,12.832075385894028,3024,2,0,0,190926
M0144,Compressor,73.40371855290789,6.8668460164512855,1524.7253468680321,11.93316306244886,9490,7,0,1,233148
M0145,Compressor,58.092346085146715,7.451936152868507,1525.5435501066172,12.966246932300956,6839,4,1,0,369094
M0146,Compressor,66.46411777574434,5.835829483929406,1353.482108840801,11.966723988154193,11057,11,0,0,198421
M0147,Compressor,95.72101445922553,4.635780550022867,1557.4426516915119,9.56095688321961,13208,13,2,1,277300
M0148,CNC,63.8472812033042,1.6164615385850967,1374.2106725001602,14.469839747033117,14503,2,2,0,202420
M0149,Pump,78.7912799154281,4.057087521366093,1480.3798285645578,12.677284569335264,6791,13,3,0,215368
M0150,Compressor,56.56188289848935,2.982156128430855,1548.4412815134947,12.052839755800973,11303,7,3,0,69455
M0151,Motor,64.58013811403646,8.407696891496066,1445.9664922355544,9.07390191816525,1754,13,3,1,259896
M0152,Motor,86.24960762762612,4.183405537621794,1504.5689094569361,15.910523795804277,9961,5,2,1,497237
M0153,Motor,57.47639530654679,4.7217686522120745,1388.0284427334914,13.99410823599933,4735,1,0,0,281897
M0154,Motor,86.74938269596315,5.492673676872841,1426.4240099886283,10.341237487898095,2238,5,3,1,482509
M0155,CNC,73.4930232254657,4.578484403470417,1425.2968682943592,15.005474561045812,14121,12,1,1,138552
M0156,Motor,58.25039868926879,7.5510918727753555,1360.4105984151713,10.507287484844378,11405,12,3,0,358260
M0157,Compressor,72.58889286866625,3.3792311488779863,1428.7871004261062,9.653989522466889,2906,3,2,0,432605
M0158,Loom,76.67065339552076,4.850293419427037,1264.1658041363503,9.720890647559138,8399,7,3,1,90484
M0159,Motor,72.46171954660636,3.163552945743513,1391.0615503429474,6.686794340735727,8961,6,0,0,473431
M0160,CNC,46.15730336131452,2.1239594798027297,1415.8149407956396,13.414627141254616,10756,8,3,0,393782
M0161,CNC,56.27435389010158,3.398815636370486,1419.2584297005544,6.506565364984949,10410,13,2,1,184476
M0162,Motor,62.02977637338194,4.433333765312859,1421.0203064955065,8.314668506202711,5601,5,2,1,218332
M0163,Loom,64.10679885079945,3.727255995868932,1442.5882960167846,5.7732359727644,10549,2,1,0,150647
M0164,Motor,72.44806517060813,3.2536422362270594,1507.5329821703276,11.74179092162732,13031,9,2,0,115642
M0165,CNC,67.13241201119905,1.968628565390699,1554.9420488959026,11.549038619184383,2460,14,1,1,261803
M0166,Pump,48.97586769547878,4.350409969268349,1372.028172778208,11.019911360440908,8669,11,0,0,358153
M0167,Compressor,69.56237421207156,1.7915033267441958,1305.6158973533027,8.872266915988272,13177,8,2,0,178824
M0168,CNC,72.32702894340588,5.868100734641285,1324.9546705308276,8.48329873969008,2416,6,3,0,298914
M0169,Motor,71.71748537517247,4.648391555282106,1391.5356494566088,13.393109590639723,12045,13,0,0,341749
M0170,Compressor,77.96936870665546,1.876407300963125,1407.769441862019,10.348344204874536,8766,10,3,1,160879
M0171,Motor,75.00706585458684,3.943423661310246,1357.600472056305,12.949074964608434,14460,7,3,1,496421
M0172,Motor,70.51016095074124,3.14611846993695,1294.4660002900127,9.344253941627333,14048,9,3,0,480785
M0173,Pump,64.15801146249623,5.074514118754525,1395.2655007030974,12.543188228313246,14120,7,0,1,170827
M0174,Compressor,45.0684687978081,6.91281080284166,1471.7711944136765,15.909834111948191,2428,3,0,0,317724
M0175,Compressor,70.15541862959103,1.1246895546376598,1521.4035359002678,13.75849740117835,5378,6,2,0,427046
M0176,Pump,67.49225224595733,4.707046942465351,1383.1092336270015,10.76275854535056,8529,11,3,0,317544
M0177,CNC,68.25894604634448,4.211760967980047,1400.4402613427878,12.771596911067782,5474,13,1,0,220715
M0178,Motor,49.679017090156286,5.708412137610838,1338.7962029383227,11.278004476409361,13485,11,2,1,277257
M0179,Loom,52.02732151510085,4.88375393082784,1446.2272995550268,12.023640554084185,12254,7,0,0,408176
M0180,Motor,77.63783423999485,3.1464552028701256,1348.1885638971023,11.023166843554488,4071,2,1,0,177319
M0181,Motor,64.52533815372014,3.9257029158000876,1518.775337588944,11.506994382343827,1555,3,0,0,156960
M0182,CNC,73.1780083684715,3.0671534577537196,1235.6960209679066,12.636280059222525,9547,4,1,0,89015
M0183,Motor,65.33982051356553,6.436812849477477,1406.8444393057046,9.019923901254149,2563,10,2,0,383857
M0184,Pump,65.35707367394895,4.538360967609496,1486.132880703009,8.952363519030065,12692,6,1,1,253877
M0185,Pump,76.25940567171197,7.9221432343554135,1472.0601419587006,7.834372338506367,2040,1,2,0,458190
M0186,Compressor,58.80746326139151,4.390810535133682,1773.1640396776597,7.19918668648887,3686,9,0,0,195109
M0187,Loom,66.1534493232918,3.224867819561167,1491.976002948149,8.348151923338563,13666,5,1,0,312063
M0188,Motor,59.45269653553949,1.775314093296911,1329.5134483789589,12.478387520412387,13967,13,3,0,459383
M0189,Motor,59.78604527081221,1.2543485827392988,1438.5442903493113,9.321637453524348,3553,12,3,0,138754
M0190,CNC,61.28993451837633,1.6485553025901183,1236.8504399840258,13.540843392693288,2779,14,0,0,271775
M0191,Pump,67.66560525960455,4.98082797182067,1440.3280300843887,12.104141246257685,14186,7,1,0,355292
M0192,Loom,59.25501654003827,5.415705041813881,1350.033273159909,6.094487359685839,1075,9,3,0,253225
M0193,Compressor,80.06907350688225,1.65385673634216,1559.8468330672194,13.96492675266507,5326,9,2,0,202606
M0194,Pump,54.26471237336595,6.111068965337008,1384.0551670485358,14.43239593677513,6835,1,1,0,272067
M0195,Compressor,62.75754027006369,3.630490106969809,1435.9880901045703,9.01841197549544,6057,1,1,0,434934
M0196,CNC,59.7232273007099,4.764227421573989,1373.7330590314716,13.260574628684974,12511,3,3,1,398222
M0197,CNC,82.3637346122448,7.401997130859764,1658.6621622223997,9.430505287772403,3349,6,2,1,106879
M0198,Motor,67.3586573181389,6.114310768557957,1411.4508680658505,12.293011130245006,3773,2,2,0,169894
M0199,Loom,77.38213447362362,4.016644833769502,1669.9068452175043,8.206504779135102,3262,10,2,0,115839
M0200,Compressor,47.173275523556335,2.895853994252483,1547.698211454192,6.62068064239627,4229,12,1,0,79756
M0201,Pump,68.2046031904311,0.626732277607251,1507.8480072802463,10.851548431161094,11308,11,0,0,193755
M0202,CNC,75.67556954748125,3.205524025363644,1494.2479776781024,11.628813161175492,1392,1,1,0,230557
M0203,Motor,65.9874078713051,4.11996557011015,1497.2556757859502,10.806960919156188,2108,1,1,0,279303
M0204,Motor,77.78576450078421,2.723076851127869,1218.6792904785268,8.447908325332321,5362,13,3,0,454241
M0205,Compressor,58.79253859879553,4.263737459233852,1416.5339927019093,10.800302813606589,6188,5,0,0,199787
M0206,CNC,81.91216928222696,4.6383333893257825,1551.4189565421186,12.807884257742202,9802,4,2,0,142943
M0207,Loom,92.586777483431,4.095259232745459,1444.1323379831074,11.86532090963239,14658,1,3,1,268188
M0208,CNC,60.64593727472409,3.3299953545177727,1281.377218383571,12.54750309179764,14296,4,1,0,198188
M0209,Compressor,59.653969743190736,4.80357840954011,1443.7114659307038,9.9896543986373,6057,3,0,0,86744
M0210,Compressor,82.44061372541242,5.295493169224937,1654.4926619506589,15.515153744148478,11967,2,2,0,174697
M0211,CNC,83.95486574876855,2.5372816606028774,1599.6270058641662,8.47147999033566,4998,9,2,0,166072
M0212,Compressor,58.72567967416078,7.039678283543286,1442.5595188760763,13.462680891260156,9864,14,1,1,445340
M0213,CNC,59.95775819484972,4.322541361888329,1564.1739132469704,15.545673278879885,7566,11,2,1,286028
M0214,Pump,61.61858469367391,4.533929321300726,1406.0191575558338,13.442724278246686,4677,1,2,0,219123
M0215,CNC,48.866593867588676,5.774785961861803,1245.5354095807938,11.39242731880551,6796,7,0,0,57176
M0216,CNC,53.97617664218962,4.919789036274303,1339.0640814244534,10.415108860011063,7363,14,3,1,403454
M0217,Compressor,52.95031079897518,6.215645941043841,1637.5466522209838,15.108262953138768,9123,13,0,0,302365
M0218,Compressor,55.786429218750456,5.0168234973632835,1417.1208301804836,7.731075224214981,9222,4,3,0,199748
M0219,Motor,64.58378135135862,3.3976127256472117,1420.7939224749978,9.089627218861068,8690,5,3,0,95177
M0220,Motor,67.81057679043825,5.150706345370983,1414.0194164470142,10.807326703524836,14654,10,3,1,160623
M0221,Pump,83.60600591376893,2.4412928268228087,1678.4963907487609,15.712961272535996,2400,5,2,0,50997
M0222,Motor,53.01975151113451,4.6954074703977415,1645.1150698434476,13.139302908122687,14441,1,0,0,486985
M0223,CNC,76.811868781719,4.440186016839971,1716.253628013776,9.095862724469264,5071,6,2,1,170179
M0224,Compressor,62.43213386929389,4.125389656909428,1430.9145747519938,11.06907688384529,9808,13,1,0,297439
M0225,Motor,64.4064354841708,4.268632479409924,1485.4749386496514,10.157030567711116,13826,9,0,0,170403
M0226,Motor,73.09783390599924,1.1126717181042496,1268.0028940695051,9.870633023299394,3786,2,3,0,454447
M0227,Pump,51.527335741252415,3.512295166066269,1627.232131134193,14.936668675670337,8169,7,2,0,145287
M0228,Pump,69.58891695420861,4.667120822054007,1309.8664538478479,7.884770612209483,1870,6,2,1,169574
M0229,CNC,66.99742649855668,4.787741505595321,1476.0130676515155,16.82634256720312,5196,5,0,1,306463
M0230,Compressor,70.9094151680978,2.6501847463332755,1318.3236966840586,14.484689070553868,12796,4,0,0,171509
M0231,Pump,68.47002372689381,6.778274113556462,1379.3359807913564,15.272585011811094,10604,4,3,0,397591
M0232,Motor,94.46360167893073,2.9408852732138984,1349.5285082740359,10.611181463924225,3739,6,3,0,421666
M0233,Compressor,57.347120188984206,6.245022960948126,1377.0549687189018,11.550177842762672,1940,4,1,0,499181
M0234,Compressor,58.62803653997819,5.268949851369033,1385.3052756221225,7.700544556425864,1340,5,3,0,393288
M0235,Motor,57.522313682902826,3.3367908422811547,1384.2077446089907,10.426012778799592,12100,13,2,1,298505
M0236,Pump,58.33427457007694,7.695559606697122,1550.0000694136368,13.480964542929453,14331,6,1,1,242589
M0237,Motor,57.35135447232179,2.3514537028383358,1317.4164648324977,15.888189185344189,8422,5,1,0,404837
M0238,Compressor,79.26819837329062,6.154477512498003,1476.464971241664,8.678529549592644,5133,7,1,0,406459
M0239,Loom,82.04605097587826,6.301048172477361,1596.155098276667,10.903482189044203,1659,9,0,0,339531
M0240,Loom,58.15104447500629,3.292883623662039,1388.4164362583924,11.546102339302433,11225,10,3,1,54090
M0241,CNC,55.011733122749256,7.006437540115792,1363.8497331102878,7.812632393422545,10752,7,1,0,432990
M0242,Motor,70.65698667663685,4.049916273721885,1422.33704497837,13.774047725275201,4457,7,0,0,468161
M0243,Motor,58.37332346862834,5.019648532703743,1591.5670250032852,9.828029004772173,10848,4,0,1,352383
M0244,CNC,72.59518181306613,4.968579309788197,1473.2929157144029,11.413828946468929,3975,1,1,0,53743
M0245,CNC,67.4350762502156,4.258244265353014,1386.254284647088,10.644151884264367,10241,14,1,0,80924
M0246,CNC,46.81107062003322,5.959454891687608,1508.0651981425647,9.631984482840977,1453,8,2,0,191268
M0247,Compressor,83.57006241596073,5.928279696993983,1317.7249420196292,11.978865043558336,10896,4,1,1,442304
M0248,Motor,86.55053207714626,1.3526424481712747,1531.7631412531537,11.353171264295932,9184,1,2,0,403959
M0249,Compressor,57.646535714187365,6.847812437180675,1499.0328769242121,10.884426353164002,6442,5,1,0,155312
M0250,CNC,60.34758128076819,1.5075144215357863,1413.062983463334,9.814615134958972,11976,14,1,1,381004
M0251,Motor,68.43038468869887,6.358583167814984,1349.3697041863322,12.958574012348866,1818,14,3,1,484616
M0252,Compressor,69.0134814798443,6.52806924628965,1343.5982893259852,16.960851805476857,5868,8,1,1,266249
M0253,Compressor,72.90253127207396,2.5362604256126433,1514.1780803615093,12.419661698517382,1012,4,1,0,274090
M0254,CNC,89.1224544651962,3.760534281681747,1597.4776602986874,14.988354644733388,13171,13,2,1,279602
M0255,Motor,62.87663327007141,2.5097315967253158,1373.5230703565446,7.829334224539612,8727,12,2,0,392543
M0256,CNC,55.42043306553855,4.113142145480277,1505.006404426178,12.473284317881308,1920,8,3,0,360939
M0257,Motor,48.448169263825676,3.9455382884656656,1199.5567577677518,8.7078950430868,5920,8,1,0,363697
M0258,Loom,56.22883952069697,5.903388958084812,1379.845872321136,7.569225217404296,3418,3,1,1,153976
M0259,Pump,64.60247632551443,6.858555743015295,1446.2729280554918,9.781885777622891,10506,9,2,1,205183
M0260,Pump,86.53469436221346,7.012230859421921,1340.83798996218,15.575698003240719,7475,3,0,1,163566
